Handle,Title,Vendor,Kind,Reason
the-squid-and-the-whale-running-with-scissors-bluray-rental-comedy,The Squid and the Whale / Running with Scissors,Blu-Ray,unmatched,no TMDB match
tumbleweeds-screener-vhs-rental-drama,Tumbleweeds (Screener),VHS,unmatched,no TMDB match
showdown-vhs-rental-action,Showdown,VHS,ambiguous,ambiguous TMDB match
mafia-vhs-rental-comedy,Mafia,VHS,ambiguous,ambiguous TMDB match
the-freshman-vhs-rental-comedy,The Freshman,VHS,ambiguous,ambiguous TMDB match
when-a-man-loves-a-woman-vhs,When a Man Loves a Woman,VHS,ambiguous,ambiguous TMDB match
tip-toes-vhs,Tip Toes,VHS,ambiguous,ambiguous TMDB match
touch-and-go-vhs,Touch and Go,VHS,ambiguous,ambiguous TMDB match
the-bacheor-vhs,The Bacheor,VHS,unmatched,no TMDB match
boiler-room-vhs,Boiler Room,VHS,ambiguous,ambiguous TMDB match
vanishing-point-vhs,Vanishing Point,VHS,ambiguous,ambiguous TMDB match
blown-away-vhs,Blown Away,VHS,ambiguous,ambiguous TMDB match
fantasyb-mission-force-vhs,Fantasyb Mission Force,VHS,unmatched,no TMDB match
theif-vhs,Thief,VHS,ambiguous,ambiguous TMDB match
the-fan-vhs,The Fan,VHS,ambiguous,ambiguous TMDB match
city-of-the-sea-vhs,City of the Sea,VHS,ambiguous,ambiguous TMDB match
lost-in-space-vhs,Lost in Space,VHS,ambiguous,ambiguous TMDB match
the-kind-and-i-vhs,The Kind and I,VHS,ambiguous,ambiguous TMDB match
chuck-norris-triple-feature-vhs,Chuck Norris: Triple Feature,VHS,unmatched,no TMDB match
an-officer-and-a-gentelman-vhs,An Officer and a Gentelman,VHS,unmatched,no TMDB match
a-devils-advocate-vhs,A Devils Advocate,VHS,ambiguous,ambiguous TMDB match
the-thomas-crown-affair-vhs-rental,The Thomas Crown Affair,VHS,ambiguous,ambiguous TMDB match
saturdayv-night-fever-vhs,Saturdayv Night Fever,VHS,unmatched,no TMDB match
lady-hawke-vhs,Lady Hawke,VHS,unmatched,no TMDB match
american-quilt-vhs,American Quilt,VHS,ambiguous,ambiguous TMDB match
cocktail-vhs,Cocktail,VHS,ambiguous,ambiguous TMDB match
jackpot-vhs,Jackpot,VHS,ambiguous,ambiguous TMDB match
the-end-of-the-affair-vhs,The End of the Affair,VHS,ambiguous,ambiguous TMDB match
sid-nancy-dvd,Sid & Nancy,DVD,ambiguous,ambiguous TMDB match
havoc-dvd,Havoc,DVD,ambiguous,ambiguous TMDB match
bleak-house-by-charles-dickens-dvd,Bleak House by Charles Dickens,DVD,unmatched,no TMDB match
3-days-of-the-condor-all-the-presidents-men-bluray,3 Days of the Condor / All The President's Men,Blu-Ray,unmatched,no TMDB match
poltergeist-bluray,Poltergeist,Blu-Ray,ambiguous,ambiguous TMDB match
the-boog-bluray,The Boog,Blu-Ray,ambiguous,ambiguous TMDB match
slithis-vhs,Slithis,VHS,ambiguous,ambiguous TMDB match
puppet-master-collection-dvd,Puppet Master Collection,DVD,ambiguous,ambiguous TMDB match
back-to-the-future-trilogy-bluray,Back to the Future (Trilogy),Blu-Ray,ambiguous,ambiguous TMDB match
the-killers-bluray,The Killers,Blu-Ray,ambiguous,ambiguous TMDB match
the-magnificent-seven-collection-bluray,The Magnificent Seven Collection,Blu-Ray,unmatched,no TMDB match
sukiyaki-bluray,Sukiyaki,Blu-Ray,ambiguous,ambiguous TMDB match
close-encounters-of-the-third-kind-30th-anniversary-bluray,Close Encounters of the Third Kind (30th Anniversary),Blu-Ray,unmatched,no TMDB match
mishima-a-life-in-four-chapters-box-set-dvd,Mishima: A Life in Four Chapters: Box Set,DVD,unmatched,no TMDB match
evita-dvd,Evita,DVD,ambiguous,ambiguous TMDB match
spider-man-dvd,Spider-Man,DVD,ambiguous,ambiguous TMDB match
la-confidential-dvd,L.A. Confidential,DVD,ambiguous,ambiguous TMDB match
x2-x-men-united-dvd,X2 X-Men United,DVD,ambiguous,ambiguous TMDB match
the-adventures-of-indiana-jones-box-set-dvd,The Adventures of Indiana Jones Box Set,DVD,unmatched,no TMDB match
the-lion-king-dvd,The Lion King,DVD,ambiguous,ambiguous TMDB match
planet-of-the-apes-the-evolution-box-set-dvd,Planet of the Apes: The Evolution Box Set,DVD,unmatched,no TMDB match
star-wars-trilogy-box-set-iv-v-vi-dvd,"Star Wars Trilogy Box Set IV, V, VI",DVD,unmatched,no TMDB match
west-side-story-box-set-dvd,West Side Story Box Set,DVD,unmatched,no TMDB match
network-dvd,Network,DVD,ambiguous,ambiguous TMDB match
maurice-dvd,Maurice,DVD,ambiguous,ambiguous TMDB match
our-town-vhs,Our Town,VHS,ambiguous,ambiguous TMDB match
september-vhs,September,VHS,ambiguous,ambiguous TMDB match
easyriders-vhs,Easyriders,VHS,ambiguous,ambiguous TMDB match
murder-in-texas-vhs,Murder in Texas,VHS,unmatched,no TMDB match
retribution-vhs,Retribution,VHS,ambiguous,ambiguous TMDB match
12-monkeys-dvd,12 Monkeys,DVD,ambiguous,ambiguous TMDB match
lost-in-space-dvd,Lost in Space,DVD,ambiguous,ambiguous TMDB match
farscape-dvd,Farscape,DVD,ambiguous,ambiguous TMDB match
mulan-vhs,Mulan,VHS,ambiguous,ambiguous TMDB match
hunchback-of-notre-dame-vhs,Hunchback of Notre Dame,VHS,ambiguous,ambiguous TMDB match
richie-rich-vhs,Richie Rich,VHS,ambiguous,ambiguous TMDB match
the-black-couldron-vhs,The Black Couldron,VHS,unmatched,no TMDB match
pocahontas-vhs,Pocahontas,VHS,ambiguous,ambiguous TMDB match
running-scared-dvd,Running Scared,DVD,ambiguous,ambiguous TMDB match
malevolence-2-berevement-bluray,Malevolence 2: Berevement,Blu-Ray,unmatched,no TMDB match
the-girl-with-the-dragon-tattoo-bluray,The Girl With The Dragon Tattoo,Blu-Ray,ambiguous,ambiguous TMDB match
lord-of-war-bluray,Lord Of War,Blu-Ray,ambiguous,ambiguous TMDB match
the-broken-hearts-club-dvd,The Broken Hearts Club,DVD,unmatched,TMDB has no imdb_id for this title
casino-carlitos-way-dvd,Casino / Carlito's Way,DVD,unmatched,no TMDB match
hostel-part-ii-dvd,Hostel Part II,DVD,ambiguous,ambiguous TMDB match
pet-semetary-dvd,Pet Semetary,DVD,unmatched,no TMDB match
the-itlaian-job-dvd,The Itaian Job,DVD,unmatched,no TMDB match
hostel-dvd,Hostel (DVD),DVD,unmatched,no TMDB match
a-serious-man-dvd,A Serious Man (DVD),DVD,unmatched,no TMDB match
shoot-em-up-dvd,Shoot 'Em Up (DVD),DVD,unmatched,no TMDB match
sin-city,Sin City,DVD,ambiguous,ambiguous TMDB match
the-sorcerers-apprentice,The Sorcerer's Apprentice,DVD,ambiguous,ambiguous TMDB match
office-space,Office Space,DVD,ambiguous,ambiguous TMDB match
the-butterlfy-effect,The Butterlfy Effect,DVD,unmatched,no TMDB match
fever-pitch,Fever Pitch,DVD,ambiguous,ambiguous TMDB match
nick-norahs-ultimate-playlist,Nick & Norah's Ultimate Playlist,DVD,unmatched,no TMDB match
the-illusionist,The Illusionist,DVD,ambiguous,ambiguous TMDB match
born-innocent,Born Innocent,VHS,ambiguous,ambiguous TMDB match
conspiracy,Conspiracy,VHS,ambiguous,ambiguous TMDB match
rat-race,Rat Race,VHS,ambiguous,ambiguous TMDB match
brass,Brass,VHS,ambiguous,ambiguous TMDB match
nothing-to-lose,Nothing to Lose,VHS,ambiguous,ambiguous TMDB match
midnight-strangers,Midnight Strangers,VHS,ambiguous,ambiguous TMDB match
almost-pregnant-a-bedtime-story,Almost Pregnant: A Bedtime Story,VHS,unmatched,no TMDB match
streetkill,Streetkill,VHS,ambiguous,ambiguous TMDB match
escape,Escape,VHS,ambiguous,ambiguous TMDB match
memphis,Memphis,VHS,ambiguous,ambiguous TMDB match
outsiders,Outsiders,VHS,unmatched,TMDB has no imdb_id for this title
center-stage,Center Stage,VHS,ambiguous,ambiguous TMDB match
miles-from-home,Miles From Home,VHS,ambiguous,ambiguous TMDB match
angels-in-the-outfield,Angels in the Outfield,VHS,ambiguous,ambiguous TMDB match
tragedy-of-flight-103,Tragedy of Flight 103,VHS,ambiguous,ambiguous TMDB match
monsignor,MONSIGNOR,VHS,ambiguous,ambiguous TMDB match
shallows,Shallows,4K,ambiguous,ambiguous TMDB match
the-aviator,The Aviator,DVD,ambiguous,ambiguous TMDB match
shining,Shining,Blu-Ray,unmatched,TMDB has no imdb_id for this title
tom-hanks-comedy-collection-the-money-pit-the-burbs-dragnet,"Tom Hanks Comedy Collection (The Money Pit, The 'Burbs, Dragnet)",DVD,unmatched,no TMDB match
graduate,Graduate,DVD,unmatched,TMDB has no imdb_id for this title
departed,Departed,Blu-Ray,unmatched,TMDB has no imdb_id for this title
bottle-rocket,Bottle Rocket,DVD,ambiguous,ambiguous TMDB match
lifeboat,Lifeboat,DVD,ambiguous,ambiguous TMDB match
x2-x-men-united,X2: X-Men United,DVD,ambiguous,ambiguous TMDB match
uncut-gems,Uncut Gems,Blu-Ray,unmatched,TMDB has no imdb_id for this title
grudge,Grudge,Blu-Ray,ambiguous,ambiguous TMDB match
the-last-waltz,The Last Waltz,Blu-Ray,ambiguous,ambiguous TMDB match
great-gatsby,Great Gatsby,Blu-Ray,ambiguous,ambiguous TMDB match
crow,Crow,Blu-Ray,ambiguous,ambiguous TMDB match
6th-day,6th Day,DVD,ambiguous,ambiguous TMDB match
chicago,Chicago,DVD,ambiguous,ambiguous TMDB match
a-time-to-kill-the-pelican-brief-the-client,A Time to Kill / The Pelican Brief / The Client,Blu-Ray,unmatched,no TMDB match
the-break-up,The Break-Up,DVD,ambiguous,ambiguous TMDB match
inferno,Inferno,Blu-Ray,ambiguous,ambiguous TMDB match
body-of-lies-edge-of-darkness-pride-and-glory,Body of Lies / Edge of Darkness / Pride and Glory,Blu-Ray,unmatched,no TMDB match
young-girls-of-rochefort,Young Girls of Rochefort,DVD,unmatched,TMDB has no imdb_id for this title
best-of-abbott-and-costello-volume-4,Best of Abbott and Costello Volume 4,DVD,unmatched,no TMDB match
murder-on-the-orient-express,Murder on the Orient Express,Blu-Ray,ambiguous,ambiguous TMDB match
federico-fellinis-8-1-2,Federico Fellini's 8 1/2,DVD,ambiguous,ambiguous TMDB match
medallion,Medallion,DVD,unmatched,TMDB has no imdb_id for this title
amityville-horror,Amityville Horror,Blu-Ray,ambiguous,ambiguous TMDB match
the-fly,The Fly,Blu-Ray,ambiguous,ambiguous TMDB match
federico-fellinis-amarcord,Federico Fellini's Amarcord,DVD,ambiguous,ambiguous TMDB match
the-grudge,The Grudge,DVD,ambiguous,ambiguous TMDB match
freaky-friday,Freaky Friday,DVD,ambiguous,ambiguous TMDB match
dennis-the-menace,Dennis the Menace,DVD,ambiguous,ambiguous TMDB match
confession,Confession,VHS,ambiguous,ambiguous TMDB match
crucible,Crucible,VHS,unmatched,TMDB has no imdb_id for this title
beverly-hills-chihuahua,Beverly Hills Chihuahua,DVD,ambiguous,ambiguous TMDB match
munsters-a-rob-zombie-film,Munsters (A Rob Zombie Film),DVD,unmatched,no TMDB match
species-4k-collectors-edition,Species 4K Collector's Edition,4K,unmatched,no TMDB match
the-wraith-collectors-series,The Wraith (Collector's Series),Blu-Ray,unmatched,no TMDB match
black-christmas,Black Christmas,Blu-Ray,ambiguous,ambiguous TMDB match
top-gun-2-movie-collection,Top Gun 2-Movie Collection,Blu-Ray,unmatched,no TMDB match
kill-bill,Kill Bill,4K,ambiguous,ambiguous TMDB match
becky,Becky,Blu-Ray,ambiguous,ambiguous TMDB match
hansel-gretel-witch-hunters-unrated-cut,Hansel & Gretel: Witch Hunters (Unrated Cut),Blu-Ray,unmatched,no TMDB match
skyscraper,Skyscraper,4K,ambiguous,ambiguous TMDB match
doom-the-scorpion-king-the-rundown-triple-feature,Doom / The Scorpion King / The Rundown Triple Feature,Blu-Ray,unmatched,no TMDB match
never-back-down-extended-beat-down-edition,Never Back Down: Extended Beat Down Edition,Blu-Ray,unmatched,no TMDB match
walking-tall,Walking Tall,Blu-Ray,ambiguous,ambiguous TMDB match
warlock-collection-3-film-set,Warlock Collection 3-Film Set,Blu-Ray,unmatched,no TMDB match
double-salvation-2-pack-priest-legion,Double Salvation 2-Pack (Priest / Legion),Blu-Ray,unmatched,no TMDB match
speed,Speed,Blu-Ray,ambiguous,ambiguous TMDB match
transporter-3-2-disc-fully-loaded-edition,Transporter 3 (2-Disc Fully Loaded Edition),Blu-Ray,unmatched,no TMDB match
clerks,Clerks,Blu-Ray,ambiguous,ambiguous TMDB match
crash,Crash,Blu-Ray,ambiguous,ambiguous TMDB match
babylon,Babylon,Blu-Ray,ambiguous,ambiguous TMDB match
where-the-is-santa,Where the #$&% is Santa?,Blu-Ray,ambiguous,ambiguous TMDB match
ambulance-collectors-edition,Ambulance (Collector's Edition),Blu-Ray,ambiguous,ambiguous TMDB match
love-and-monsters,Love and Monsters,Blu-Ray,ambiguous,ambiguous TMDB match
rampage,Rampage,4K,ambiguous,ambiguous TMDB match
hit-run,Hit & Run,Blu-Ray,ambiguous,ambiguous TMDB match
lovers-lane-arrow,Lovers Lane (Arrow),Blu-Ray,unmatched,no TMDB match
crimes-of-the-future,Crimes of the Future,Blu-Ray,ambiguous,ambiguous TMDB match
point-break,Point Break,Blu-Ray,ambiguous,ambiguous TMDB match
the-red-queen-kills-seven-times-arrow,The Red Queen Kills Seven Times (Arrow),Blu-Ray,unmatched,no TMDB match
kinji-fukasakus-battles-without-honor-and-humanity-the-complete-trilogy-arrow,Kinji Fukasaku's Battles Without Honor and Humanity: The Complete Trilogy (Arrow),Blu-Ray,unmatched,no TMDB match
thief-criterion-collection,Thief (Criterion Collection),Blu-Ray,unmatched,no TMDB match
a-blade-in-the-dark-vinegar-syndrome,A Blade in the Dark (Vinegar Syndrome),Blu-Ray,unmatched,no TMDB match
undefeatable-vinegar-syndrome,UNDEFEATABLE (Vinegar Syndrome),Blu-Ray,unmatched,no TMDB match
evil-judgment-vinegar-syndrome,Evil Judgment (Vinegar Syndrome),Blu-Ray,unmatched,no TMDB match
delirium-vinegar-syndrome,DELIRIUM (Vinegar Syndrome),Blu-Ray,unmatched,no TMDB match
the-human-condition-criterion-collection,The Human Condition (Criterion Collection),Blu-Ray,unmatched,no TMDB match
lost-picture-show-vinegar-syndrome,Lost Picture Show (Vinegar Syndrome),Blu-Ray,unmatched,no TMDB match
hugo-mask-special-horrible-full-head-mask-with-hair,Hugo Mask Special! Horrible Full Head Mask With Hair!,Blu-Ray,unmatched,no TMDB match
mothers-day-vinegar-syndrome,Mother's Day (Vinegar Syndrome),4K,unmatched,no TMDB match
arsenic-and-old-lace,Arsenic and Old Lace,DVD,ambiguous,ambiguous TMDB match
the-prophecy-i-ii-iii-vinegar-syndrome,The Prophecy I-II-III (Vinegar Syndrome),4K,unmatched,no TMDB match
steel-and-lace-vinegar-syndrome,Steel and Lace (Vinegar Syndrome),Blu-Ray,unmatched,no TMDB match
the-sinful-dwarf-limited-collectors-edition,The Sinful Dwarf (Limited Collector's Edition),Blu-Ray,unmatched,no TMDB match
poltergeist-extended-cut-blu-ray,Poltergeist Extended Cut (Blu-ray),Blu-Ray,unmatched,no TMDB match
m3gan-unrated-4k,M3GAN (Unrated) 4K,4K,unmatched,no TMDB match
mirrors-unrated-special-edition,Mirrors (Unrated Special Edition),Blu-Ray,ambiguous,ambiguous TMDB match
the-boogeyman-vinegar-syndrome,The Boogeyman (Vinegar Syndrome),4K,unmatched,no TMDB match
talk-to-me,Talk to Me,4K,ambiguous,ambiguous TMDB match
bloodsucking-freaks-vinegar-syndrome,BLOODSUCKING FREAKS (Vinegar Syndrome),Blu-Ray,unmatched,no TMDB match
the-black-room-vinegar-syndrome,The Black Room (Vinegar Syndrome),Blu-Ray,unmatched,no TMDB match
zack-parkers-proxy,Zack Parker's Proxy,Blu-Ray,unmatched,no TMDB match
bruce-lee-his-greatest-hits-criterion-collection,Bruce Lee: His Greatest Hits (Criterion Collection),Blu-Ray,unmatched,no TMDB match
waterworld-arrow-release,Waterworld (Arrow Release),Blu-Ray,unmatched,no TMDB match
flesh-blood,Flesh + Blood,Blu-Ray,ambiguous,ambiguous TMDB match
scala-or-the-incredibly-strange-rise-and-fall-of-the-worlds-wildest-cinema-and-how-it-influenced-a-mixed-up-generation-of-weirdos-and-misfits,"Scala!!! Or, the Incredibly Strange Rise and Fall of the World's Wildest Cinema and How It Influenced a Mixed-up Generation of Weirdos and Misfits",Blu-Ray,ambiguous,ambiguous TMDB match
carrie,Carrie,Blu-Ray,ambiguous,ambiguous TMDB match
in-the-line-of-duty-i-iv,In the Line of Duty I-IV,Blu-Ray,unmatched,no TMDB match
the-cardona-collection-vol-2-vinegar-syndrome,The Cardona Collection Vol. 2 (Vinegar Syndrome),Blu-Ray,unmatched,no TMDB match
neighbors,Neighbors,Blu-Ray,ambiguous,ambiguous TMDB match
super-troopers,Super Troopers,Blu-Ray,ambiguous,ambiguous TMDB match
night-of-the-living-dead,Night of the Living Dead,Blu-Ray,ambiguous,ambiguous TMDB match
excision,Excision,Blu-Ray,ambiguous,ambiguous TMDB match
the-house-that-jack-built,THE HOUSE THAT JACK BUILT,Blu-Ray,ambiguous,ambiguous TMDB match
night-watch-day-watch,Night Watch / Day Watch,Blu-Ray,ambiguous,ambiguous TMDB match
prom-night,Prom Night,Blu-Ray,ambiguous,ambiguous TMDB match
the-forest,The Forest,Blu-Ray,ambiguous,ambiguous TMDB match
renfield-dracula-sucks-edition,Renfield: Dracula Sucks Edition,Blu-Ray,unmatched,no TMDB match
francesca,Francesca,Blu-Ray,ambiguous,ambiguous TMDB match
hostel-part-ii-unseen-edition,Hostel Part II (Unseen Edition),Blu-Ray,unmatched,no TMDB match
chips,CHIPS,Blu-Ray,ambiguous,ambiguous TMDB match
horrible-bosses-totally-inappropriate-edition,Horrible Bosses: Totally Inappropriate Edition,Blu-Ray,unmatched,no TMDB match
neighbors-2,Neighbors 2,Blu-Ray,ambiguous,ambiguous TMDB match
brothers,Brothers,Blu-Ray,ambiguous,ambiguous TMDB match
let-me-in,Let Me In,Blu-Ray,ambiguous,ambiguous TMDB match
robin-hood-unrated-directors-cut,Robin Hood (Unrated Director's Cut),Blu-Ray,ambiguous,ambiguous TMDB match
enter-the-void-full-length-directors-cut,Enter the Void (Full-Length Director's Cut),Blu-Ray,unmatched,no TMDB match
the-assassination-of-jesse-james,The Assassination of Jesse James,Blu-Ray,ambiguous,ambiguous TMDB match
on-the-road,On the Road,Blu-Ray,ambiguous,ambiguous TMDB match
death-wish,Death Wish,Blu-Ray,ambiguous,ambiguous TMDB match
cowboys-aliens-extended-edition,Cowboys & Aliens (Extended Edition),Blu-Ray,unmatched,no TMDB match
code-hunter,Code Hunter,VHS,ambiguous,ambiguous TMDB match
overboard-vhs-1987-goldie-hawn-kurt-russell,Overboard Vhs 1987 Goldie Hawn Kurt Russell,VHS,unmatched,no TMDB match
the-talented-mr-ripley-vhs-2000,"The Talented Mr. Ripley (vhs, 2000)",VHS,unmatched,no TMDB match
johnny-suede-1991,Johnny Suede 1991,VHS,unmatched,no TMDB match
angel-baby,Angel Baby,VHS,ambiguous,ambiguous TMDB match
an-american-summer-vhs,An American Summer [vhs],VHS,unmatched,no TMDB match
american-pie-special-edition,AMERICAN PIE SPECIAL EDITION,VHS,ambiguous,ambiguous TMDB match
amys-o,Amy's O,VHS,ambiguous,ambiguous TMDB match
the-assignment,The Assignment,VHS,ambiguous,ambiguous TMDB match
a-league-of-their-own-madonna-tom-hanks-geena-davis-vhs,"A League Of Their Own Madonna, Tom Hanks, Geena Davis Vhs",VHS,unmatched,no TMDB match
mr-nice-guy,MR. NICE GUY,VHS,ambiguous,ambiguous TMDB match
open-season,OPEN SEASON,VHS,ambiguous,ambiguous TMDB match
