Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Country (product.metafields.custom.country),Decade (product.metafields.custom.decade),Director (product.metafields.custom.director),Format (product.metafields.custom.format),Genres (product.metafields.custom.genres),Media condition (product.metafields.custom.media_condition),Runtime (min) (product.metafields.custom.runtime),Staff pick note (product.metafields.custom.staff_pick_note),Year (product.metafields.custom.year),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target audience (product.metafields.shopify.target-audience),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Supercycle Methods (product.metafields.supercycle.methods),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,_reason
mirrors-unrated-special-edition,Mirrors (Unrated Special Edition),"<p>This unrated special edition DVD offers a deeper look into the supernatural thriller with extended scenes and exclusive bonus content not seen in theaters. It is a must-have for horror enthusiasts looking to experience the full intensity and suspense of the story in high-quality home video format. The physical disc comes in its original case, making it a perfect addition to any genre film collection.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,191-BLRMRR-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781397009423.jpg?v=1781397147,1,191-BLRMRR-50-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
the-boogeyman-vinegar-syndrome,The Boogeyman (Vinegar Syndrome),"<p>The Boogey Man is a 1980 supernatural slasher film about a woman and her brother, still traumatized by a childhood incident involving a mirror, who find themselves stalked by a vengeful supernatural force years later.</p>",4K,Media > Videos,,"4K, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-4K2THE-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/Boogeymanposter.jpg?v=1788285023,1,191-4K2THE-50-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
talk-to-me,Talk to Me,<p>Experience the year's most talked-about supernatural thriller in stunning high definition with this physical media release. This disc includes the full feature film along with exclusive behind-the-scenes featurettes and insightful filmmaker commentary that deepens the chilling viewing experience. It is a must-have addition for any horror enthusiast looking to own a centerpiece of modern genre cinema.</p>,4K,Media > Videos,,"4K, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,191-BLRTLK-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781396904308.jpg?v=1781397144,1,191-BLRTLK-50-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
bloodsucking-freaks-vinegar-syndrome,BLOODSUCKING FREAKS (Vinegar Syndrome),<p>Blood Sucking Freaks is a 1976 exploitation splatter film about a demented off-Broadway theater troupe whose gruesome on-stage torture acts turn out to be all too real.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRBLO-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/Bloodsucking_Freaks_Movie_Poster.jpg?v=1788285022,1,191-BLRBLO-50-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
in-the-mouth-of-madness-collectors-edition,In The Mouth of Madness (Collector's Edition),<p>An insurance investigator visits a small town while looking into the strange disappearance of a popular horror novelist. He soon finds that the impact of the author’s books is far more than inspirational.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",false,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRNTH-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/msh4tEUzbnEqlHcFOUH4O0Zti8r.jpg?v=1788285021,1,In The Mouth of Madness (Collector's Edition) poster,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,draft,barcode too long for Libib's 15-char field (18 chars)
the-black-room-vinegar-syndrome,The Black Room (Vinegar Syndrome),"<p>This mysterious fragrance captures a sophisticated and moody atmosphere through its deep, smoky notes and woody undertones. It offers a long-lasting, unisex appeal that is perfect for evening wear or making a bold impression. The sleek bottle design makes it a stylish addition to any collection for those who appreciate complex and darker scent profiles.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Issue_Genre_Needed, Rental",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRTHB-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781396781968_3c33701b-b37d-4eca-9a6a-c49288a8601a.jpg?v=1788285019,1,191-BLRTHB-50-001A,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
zack-parkers-proxy,Zack Parker's Proxy,"<p>Proxy is a 2013 horror film directed by Zack Parker, following a pregnant woman who is brutally attacked, and the dark secrets that unravel as she bonds with another grieving mother in her support group.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental, Supercycle product",true,Genre,Horror,,,,,,,,,0.0,,1,deny,manual,0.00,,true,true,,,,,191-BLRZAC-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/Proxy2013filmposter.jpg?v=1788285018,1,191-BLRZAC-50-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,Membership,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
bruce-lee-his-greatest-hits-criterion-collection,Bruce Lee: His Greatest Hits (Criterion Collection),"<p>This Criterion Collection box set gathers career-defining films starring Bruce Lee, showcasing the martial artist and actor who became a global icon of the kung fu genre.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRBRU-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781396498840.jpg?v=1788285017,1,191-BLRBRU-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
waterworld-arrow-release,Waterworld (Arrow Release),"<p>Waterworld is a 1995 post-apocalyptic action film set in a future where the polar ice caps have melted and the Earth is almost entirely covered by ocean, following a mutated drifter who helps a woman and child search for legendary dry land.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRWAT-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/Waterworld.jpg?v=1788285016,1,191-BLRWAT-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
flesh-blood,Flesh + Blood,"<p>This fantasy trading card features striking original artwork and strategic gameplay mechanics perfect for competitive or casual collections. It arrives in excellent condition, offering a powerful addition to your deck or a standout piece for display. The premium card stock and detailed printing make it a must-have for any enthusiast of the genre.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,191-BLRFLE-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781396253164.jpg?v=1781397129,1,191-BLRFLE-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
gwen-and-the-book-of-sand,Gwen and the Book of Sand,"<p>Gwen is a young girl adopted by a nomad tribe in a desert post-apocalyptic world. When Gwen's friend is kidnapped, she and an old woman called Roseline embark on a trip to bring him back.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Drama, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRGWE-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781396148230.jpg?v=1788285015,1,191-BLRGWE-50-001A,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
suitable-flesh,Suitable Flesh,"<p>A once-esteemed psychiatrist helplessly watches her life spiral into a nightmarish maelstrom of supernatural hysteria and gruesome deaths, all linked to a seemingly unstoppable ancient curse.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRSUI-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781396084308.jpg?v=1788285014,1,191-BLRSUI-50-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
scala-or-the-incredibly-strange-rise-and-fall-of-the-worlds-wildest-cinema-and-how-it-influenced-a-mixed-up-generation-of-weirdos-and-misfits,"Scala!!! Or, the Incredibly Strange Rise and Fall of the World's Wildest Cinema and How It Influenced a Mixed-up Generation of Weirdos and Misfits",<p>This comprehensive hardcover volume explores the legendary history and countercultural impact of London’s most notorious repertory cinema through rare archival photographs and evocative first-hand accounts. It serves as both a definitive historical record and a vibrant tribute to a transformative era of underground film culture that inspired a global generation of creative outsiders. This beautifully designed book is an essential addition for any cinephile or enthusiast of alternative subcultures and architectural history.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Documentary, Formatted, Rental",true,Genre,Documentary,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,191-BLRSCA-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781396050250.jpg?v=1781397124,1,191-BLRSCA-50-001A,false,,,,,,,,,,,,,documentary,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
castle-freak,Castle Freak,"<p>This cult classic horror film is presented on high-definition physical media, featuring a stunning restoration that brings every unsettling detail of the gothic atmosphere to life. The release includes a variety of special features and behind-the-scenes insights that make it a perfect addition for collectors of surreal genre cinema. Its blend of practical effects and haunting storytelling ensures a memorable viewing experience for any fan of vintage macabre tales.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-UNKCAS-70-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781396030620.jpg?v=1788285013,1,191-UNKCAS-70-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
carrie,Carrie,"<p>Experience the high-definition restoration of this iconic supernatural horror masterpiece, complete with vibrant color and crystal-clear audio. This disc includes a variety of exclusive bonus features, behind-the-scenes interviews, and insightful commentary that provide a deeper look into the creation of a cinematic classic. It is an essential addition for any collector looking to relive the intensity of this legendary tale in the best possible quality.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,191-BLRCAR-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781395979711.jpg?v=1781397120,1,191-BLRCAR-50-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
in-the-line-of-duty-i-iv,In the Line of Duty I-IV,"<p>This collection gathers entries from the In the Line of Duty series (also known as the Yes, Madam series), Hong Kong ""girls with guns"" action films featuring hard-hitting female law enforcement heroines.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRINT-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/This_is_the_box_artwork_for_the_In_The_Line_of_Duty_film_series_on_blu-ray._The_cover_artwork_copyright_belongs_to_88_Films.jpg?v=1788285011,1,191-BLRINT-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
it,IT,"<p>In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRIT2-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781395772354.jpg?v=1788285010,1,191-BLRIT2-50-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
the-cardona-collection-vol-2-vinegar-syndrome,The Cardona Collection Vol. 2 (Vinegar Syndrome),,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRTHC-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781397077041_22562d93-2600-4a18-9dca-85859e4467f0.jpg?v=1788285009,1,191-BLRTHC-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
jay-silent-bob-reboot,Jay & Silent Bob Reboot,<p>Jay and Silent Bob embark on a cross-country mission to stop Hollywood from rebooting a film based on their comic book characters Bluntman and Chronic.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Comedy, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLCJAY-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781378412032_de8ee6cb-a73c-4a22-b524-7897ae1e842a.jpg?v=1788285008,1,191-BLCJAY-50-001A,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
a-guy-thing,A Guy Thing,"<p>Paul Morse is a good guy. When his friends throw him a wild bachelor party, he just wants to keep his conscience clean -- which is why he's shocked when he wakes up in bed with a beautiful girl named Becky and can't remember the night before. Desperate to keep his fiancée, Karen, from finding out what may or may not be the truth, he tells her a teensy lie. Soon his lies are spiraling out of control and his life is a series of comical misunderstandings.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Comedy, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRAGU-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781378251155_bed181ba-1c10-41cf-9cd8-890c9b636aaf.jpg?v=1788285007,1,191-BLRAGU-50-001A,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
a-million-ways-to-die-in-the-west,A Million Ways to Die in the West,<p>This comedy western follows a cowardly farmer who seeks help from a mysterious sharpshooter to win back his girlfriend while outrunning a notorious outlaw. The film features an all-star cast and signature irreverent humor that parodies the harsh realities of life on the frontier. This physical disc is a great choice for fans of satirical cinema and those looking to complete their home movie collection.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Comedy, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-UNIAMI-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781378298176_4e703b19-7d4f-4744-8751-0383b951c74e.jpg?v=1788285005,1,191-UNIAMI-50-001A,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
22-jump-street,22 Jump Street,"<p>Relive the action and humor of this high-energy buddy cop sequel in high definition. This physical media release features the complete film along with exclusive bonus content, including deleted scenes and a hilarious gag reel. It is a must-have addition for fans of modern comedy and crime-fighting duos looking to complete their home cinema collection.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Comedy, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-UNK22J-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781378141047_7c4eed3d-e946-40cf-b197-798eb3a4a170.jpg?v=1788285004,1,191-UNK22J-50-001A,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
neighbors,Neighbors,"<p>Explore a captivating and thought-provoking narrative that delves into the complexities of human connections and the mysteries hidden behind closed doors. This engaging read blends atmospheric tension with deep character studies, making it an ideal choice for fans of suspenseful contemporary fiction. Its masterful storytelling ensures a compelling experience that lingers in the mind long after the final page is turned.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Comedy, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,191-BLRNES-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781378076085.jpg?v=1781382024,1,191-BLRNES-50-001A,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
knocked-up-unrated,Knocked Up (Unrated),"<p>A slacker and a career-driven woman accidentally conceive a child after a one-night stand. As they try to make the relationship work, they must navigate the challenges of parenthood and their differences in lifestyle and maturity.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Comedy, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRKNO-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781378351529.jpg?v=1788285003,1,191-BLRKNO-50-001A,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
21-jump-street,21 Jump Street,"<p>When cops Schmidt and Jenko join the secret Jump Street unit, they use their youthful appearances to go undercover as high school students. They trade in their guns and badges for backpacks, and set out to shut down a dangerous drug ring. But, as time goes on, Schmidt and Jenko discover that high school is nothing like it was just a few years earlier -- and, what's more, they must again confront the teenage terror and anxiety they thought they had left behind.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Comedy, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLR21J-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781378195550.jpg?v=1788285001,1,191-BLR21J-50-001A,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
this-is-the-end,This Is The End,"<p>This high-definition physical release offers a premium home viewing experience of the hit apocalyptic comedy with stunning visual clarity and immersive audio. It includes a variety of exclusive bonus features like deleted scenes, behind-the-scenes featurettes, and a gag reel that provide a deeper look into the star-studded production. This disc is an essential addition for fans of ensemble humor and over-the-top supernatural action looking for the best possible picture quality.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Comedy, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRTH5-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781378025553_a7a6069e-67aa-4357-88d4-692eb71e915a.jpg?v=1788285000,1,191-BLRTH5-50-001A,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
talladega-nights-the-ballad-of-ricky-bobby,Talladega Nights: The Ballad of Ricky Bobby,"<p>The fastest man on four wheels, Ricky Bobby, is one of the greatest drivers in NASCAR history. A big, hairy American winning machine, Ricky has everything a dimwitted daredevil could want, a luxurious mansion, a smokin' hot wife, and all the fast food he can eat. But Ricky's turbo-charged lifestyle hits an unexpected speed bump when he's bested by flamboyant Euro-idiot Jean Girard and reduced to a fear-ridden wreck.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Comedy, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRTAL-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781377953951.jpg?v=1788284999,1,191-BLRTAL-50-001A,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
super-troopers,Super Troopers,<p>Experience this cult classic comedy in stunning high definition with sharp visuals and enhanced audio quality that brings every hilarious prank to life. This disc includes a variety of special features such as behind the scenes footage and deleted scenes that delve deeper into the making of the film. It is an essential addition for fans of offbeat humor and collectors of physical media who enjoy high energy ensemble performances.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Comedy, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,191-BLRSUP-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781377894552.jpg?v=1781382016,1,191-BLRSUP-50-001A,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
the-watch,The Watch,"<p>Four everyday suburban guys come together as an excuse to escape their humdrum lives one night a week. But when they accidentally discover that their town has become overrun with aliens posing as ordinary suburbanites, they have no choice but to save their neighborhood – and the world – from total extermination.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Comedy, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRTH3-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781377839664.jpg?v=1788284998,1,191-BLRTH3-50-001A,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
the-texas-chainsaw-massacre-the-beginning,The Texas Chainsaw Massacre: The Beginning,"<p>Chrissie and her friends set out on a road trip for a final fling before one is shipped off to Vietnam. Along the way, bikers harass the foursome and cause an accident that throws Chrissie from the vehicle. The lawman who arrives on the scene kills one of the bikers and brings Chrissie's friends to the Hewitt homestead, where young Leatherface is learning the tools of terror.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRTHG-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781316599375_2b551b96-2f8d-40d5-a1aa-88872fa30d88.jpg?v=1788284997,1,191-BLRTHG-50-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
night-of-the-living-dead,Night of the Living Dead,"<p>Experience the definitive high-definition restoration of this foundational horror masterpiece, meticulously supervised by the original filmmakers to ensure unparalleled visual and audio clarity. This special anniversary collection features a wealth of archival bonus materials and a digital copy for viewing on any device, making it an essential acquisition for serious cinema collectors. Whether revisited for its social commentary or its groundbreaking suspense, this edition offers the most complete look at a film that changed the genre forever.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRNGH-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781316398224_fb4d2bcf-0626-42f9-adff-b4f2703a49fe.jpg?v=1788284995,1,191-BLRNGH-50-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
salems-lot,Salem's Lot,<p>Author Ben Mears returns to his childhood home of Jerusalem's Lot only to discover his hometown is being preyed upon by a bloodthirsty vampire.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRSAL-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781316332042.jpg?v=1788284994,1,191-BLRSAL-50-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
the-innkeepers,The Innkeepers,"<p>During the final days at the Yankee Pedlar Inn, two employees determined to reveal the hotel's haunted past begin to experience disturbing events as old guests check in for a stay.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRTH2-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781316251558_4aac9e5c-51f9-489b-964d-ce649fa1aecd.jpg?v=1788284993,1,191-BLRTH2-50-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
mirrors-2-unrated,Mirrors 2 Unrated,"<p>When Max, who is recovering from a traumatic accident, takes a job as a nighttime security guard, he begins to see visions of a young mysterious woman in the store's mirror.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRMIR-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781316058619.jpg?v=1788284992,1,191-BLRMIR-50-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
excision,Excision,<p>This stunning high-definition release delivers a visceral cinematic experience with razor-sharp physical media quality and vibrant color depth. The collector's edition format offers superior audio dynamics and exclusive supplemental content that provides a deeper look into this unique psychological horror vision. It is an essential acquisition for genre enthusiasts seeking to own a pristine copy of this provocative and visually striking modern cult classic.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,191-BLREXC-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781315992874.jpg?v=1781382002,1,191-BLREXC-50-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
