Reason,Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Waitlist Emails (product.metafields.custom.waitlist_emails),Art style (product.metafields.shopify.art-style),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Media format (product.metafields.shopify.media-format),Neckline (product.metafields.shopify.neckline),Orientation (product.metafields.shopify.orientation),Sleeve length type (product.metafields.shopify.sleeve-length-type),Theme (product.metafields.shopify.theme),Tote handle type (product.metafields.shopify.tote-handle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
no media format (Vendor 'Unknown' is not VHS/DVD/Blu-Ray/4K),poltergeist-extended-cut-blu-ray,Poltergeist Extended Cut (Blu-ray),<p>This extended edition offers a terrifying cinematic experience with additional footage that deepens the supernatural tension of the supernatural classic. High-definition visuals and immersive audio quality make it an essential centerpiece for any horror fan's home media collection. The physical disc includes exclusive bonus content and behind-the-scenes features that explore the production of this iconic haunting tale.</p>,Unknown,Media > Videos,,"Formatted, Horror, Issue, Needs-Format, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-UNKPOL-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781397326796.jpg?v=1788103101,1,191-UNKPOL-50-001A,false,,,,,,,horror,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,prince-of-persia-the-sands-of-time,Prince of Persia: The Sands of Time,"<p>This action-packed cinematic adventure follows a rogue prince and a mysterious princess as they race to protect an ancient dagger capable of reversing time. Experience an epic journey across desert landscapes filled with high-stakes parkour, stunning visual effects, and mythological battles. This thrilling fantasy tale is a must-have for fans of legendary quests and timeless heroism.</p>",DVD,Media > Videos,,"Action, DVD, Formatted, Issue, Rental-or-Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDPRI-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782253049781.jpg?v=1788103124,1,191-DVDPRI-001A,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no media format (Vendor 'Unknown' is not VHS/DVD/Blu-Ray/4K),psycho-goreman,Psycho Goreman,"<p>This highly detailed action figure captures the grotesque yet charming aesthetic of the intergalactic warlord with intricate sculpting and vibrant paint applications. It comes equipped with signature weapon accessories and multiple points of articulation, making it a standout addition for any collector of indie sci-fi horror memorabilia. Whether displayed on a shelf or used for creative photography, this piece perfectly embodies the film's unique blend of retro practical effects and dark comedy.</p>",Unknown,Media > Videos,,"Formatted, Horror, Issue, Needs-Format, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-UNKPSY-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781397611914_b0badec0-6b00-4b8e-8204-7b356bd7e644.jpg?v=1788103100,1,191-UNKPSY-50-001A,false,,,,,,,horror,,,,,,,,,,,,lb,,,active
still_issue: no media format (Vendor 'Unknown Brand' is not VHS/DVD/Blu-Ray/4K),scavengers-vhs-academy-1988-stunts-kenneth-david-gilman-brenda-bakke,Scavengers Vhs Academy 1988 Stunts Kenneth David Gilman Brenda Bakke,"<p>This 1988 cult classic captures the high-energy era of practical stunts and retro action cinema on original home video format. Housed in its authentic slipcase, this release is a must-have for nostalgic film enthusiasts and collectors of vintage physical media. Experience the gritty aesthetic and unique charm of late eighties cinematography through this well-preserved analog copy.</p>",Unknown Brand,Media > Videos,,"Comedy, Floor Sale, Formatted, Issue, Needs-Format",false,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,191-NKNSCA-50-001A,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,draft
"no usable genre (Option1 Value 'Default Title', tags Floor Sale, Formatted, Genre needed, Issue, VHS)",shacked-up-vhs,Shacked Up,"<p>Miles and Regina move in as roommates, just to move in on each other.</p>",VHS,Media > Videos,,"Floor Sale, Formatted, Genre needed, Issue, VHS",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,17.00,,true,true,,,,,01048314,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/v8IxNXHCLomkXAtezYP9JwJr5CT.jpg?v=1788103196,1,Shacked Up (2002) poster,false,,,,,,,,,,,,,,,,,,,lb,,,active
no media format (Vendor 'Disney' is not VHS/DVD/Blu-Ray/4K),sleeping-beauty-50th-anniversary,Sleeping Beauty 50th Anniversary,"<p>This limited release celebrates a landmark cinematic masterpiece with digitally restored visuals and enhanced surround sound for a modern viewing experience. The comprehensive two-disc set includes hours of immersive bonus features, such as behind-the-scenes documentaries, deleted scenes, and interactive games that appeal to both nostalgic adults and new generations. Its premium packaging and high-definition quality make it a cornerstone addition for any serious film enthusiast or animation collector.</p>",Disney,Media > Videos,,"Floor Sale, Formatted, Issue, Kids & Family, Needs-Format",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,191-DISSLE-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781753609465.jpg?v=1788103094,1,191-DISSLE-50-001A,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,smiles-of-a-summer-night,Smiles of a Summer Night,"<p>This elegant home video release features a high-definition digital restoration of the classic romantic comedy, accompanied by an archival introduction and a scholarly video essay. Film enthusiasts will appreciate the inclusion of an illustrated booklet containing insightful critical analysis and detailed production notes. It is a sophisticated addition to any collection, offering both visual excellence and comprehensive contextual materials.</p>",DVD,Media > Videos,,"Comedy, DVD, Formatted, Issue, Rental-or-Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDSMI-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250289838.jpg?v=1788103166,1,191-DVDSMI-001A,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,spider-man-3,Spider-Man 3,"<p>This poseable action figure features the iconic black costume design and multiple points of articulation for dynamic display options. Detailed sculpting captures the intricate web patterns and athletic build, making it a must-have addition for any classic superhero figure collection. High-quality materials ensure durability whether it is being used for imaginative play or showcased on a shelf.</p>",DVD,Media > Videos,,"Action, DVD, Formatted, Issue, Rental-or-Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDSPD-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782251130457_2117c53c-51aa-4517-bc91-866fd9e07f1a.jpg?v=1788103149,1,191-DVDSPD-001A,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no media format (Vendor 'Little Movie Store' is not VHS/DVD/Blu-Ray/4K),star-80,Star 80,"<p>Paul Snider is a narcissistic, small time hustler who fancies himself a ladies man. His life changes when he meets Dorothy Stratten working behind the counter of a Dairy Queen. Under his guidance Dorothy grows to fame as a Playboy Playmate. But when Dorothy begins pursuing an acting career, the jealous Paul finds himself elbowed out of the picture by more famous men.</p>",Little Movie Store,Media > Videos,,"Drama, Floor Sale, Formatted, Issue, Needs-Format",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,13.00,,true,true,,,,,07719674,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/b2SkA02fXbZYnV1qjOIQprjXloF.jpg?v=1788103089,1,Star 80 (1983) poster,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,star-trek-nemesis,Star Trek: Nemesis,"<p>Experience the final cinematic chapter of the Next Generation crew with this high-definition home media release. This disc features intense interstellar combat and deep character exploration, complete with bonus behind-the-scenes content and director commentary. It is a must-have addition for fans looking to complete their science fiction library with a pivotal moment in space-travel history.</p>",DVD,Media > Videos,,"DVD, Formatted, Issue, Rental-or-Sale, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDSTA-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250086219.jpg?v=1788103158,1,191-DVDSTA-001A,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
"no usable genre (Option1 Value 'Default Title', tags Floor Sale, Formatted, Genre needed, Issue, Special Interest, VHS)",stevie-vhs,Stevie,,VHS,Media > Videos,,"Floor Sale, Formatted, Genre needed, Issue, Special Interest, VHS",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,80316666,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
"no usable genre (Option1 Value 'Default Title', tags Floor Sale, Formatted, Genre needed, Issue, VHS)",street-smart,Street Smart,"<p>This refined leather briefcase offers a sleek, slim profile combined with functional organization for the modern professional. The interior features a padded compartment to protect your laptop alongside multiple pockets for keeping essential accessories and documents in order. Its polished aesthetic and durable construction make it a sophisticated choice for daily commutes and business travel alike.</p>",VHS,Media > Videos,,"Floor Sale, Formatted, Genre needed, Issue, VHS",false,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,191-VHSSTR-50-001A,,,,false,,,,,,,,,,,,,,,,,,,lb,,,draft
"no usable genre (Option1 Value 'Default Title', tags Floor Sale, Formatted, Genre needed, Issue, VHS)",teachers,Teachers,,VHS,Media > Videos,,"Floor Sale, Formatted, Genre needed, Issue, VHS",false,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,191-VHSTCH-001A,,,,false,,,,,,,,,,,,,,,,,,,lb,,,draft
"no usable genre (Option1 Value 'Default Title', tags Floor Sale, Formatted, Genre needed, Issue, VHS)",teaching-mrs-tingle,Teaching Mrs. Tingle,"<p>A bright high-school senior has her impending status as valedictorian jeopardized when her bitter history teacher, Mrs. Tingle, gives her a poor grade on a project.  When an attempt to get ahead in Mrs. Tingle's class goes awry, mayhem ensues and friendships, loyalties and trust are tested by the teacher's intricate mind-games.</p>",VHS,Media > Videos,,"Floor Sale, Formatted, Genre needed, Issue, VHS",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,08048378,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/cGv0tkWZZSmoaPYiOsDcGmMhKq7.jpg?v=1788103201,1,Teaching Mrs. Tingle (1999) poster,false,,,,,,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,texas-chainsaw-massacre,Texas Chainsaw Massacre,"<p>This classic horror masterpiece delivers a gritty, atmospheric experience that redefined the slasher genre with its raw intensity and relentless suspense. Essential for collectors and cinema buffs, this definitive edition captures every bone-chilling moment in high-quality resolution to preserve its disturbing legacy. Add this visceral piece of film history to your shelf for the ultimate late-night viewing experience.</p>",DVD,Media > Videos,,"DVD, Formatted, Horror, Issue, Rental-or-Sale",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDTEX-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782251720477_8de8771f-51ad-401b-b526-0f5be8390c07.jpg?v=1788103138,1,191-DVDTEX-001A,false,,,,,,,horror,,,,,,,,,,,,lb,,,active
"no usable genre (Option1 Value 'Default Title', tags Blu-Ray, Formatted, Genre needed, Issue, Rental)",the-black-room-vinegar-syndrome,The Black Room (Vinegar Syndrome),"<p>This mysterious fragrance captures a sophisticated and moody atmosphere through its deep, smoky notes and woody undertones. It offers a long-lasting, unisex appeal that is perfect for evening wear or making a bold impression. The sleek bottle design makes it a stylish addition to any collection for those who appreciate complex and darker scent profiles.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Genre needed, Issue, Rental",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRTHB-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781396781968.jpg?v=1788103211,1,191-BLRTHB-50-001A,false,,,,,,,,,,,,,,,,,,,lb,,,active
Floor Sale with no price,the-call-dvd-floor-sale-thriller,The Call,,DVD,Media > Videos,,"DVD, Floor Sale, Formatted, Issue, Price needed, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,95313658,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,the-jackal,The Jackal,"<p>This high-performance bowling ball features a dynamic asymmetrical core designed to deliver a massive mid-lane read and an explosive backend motion. Its premium reactive coverstock provides exceptional traction on heavy oil patterns, ensuring a powerful entry angle into the pocket. Serious players will appreciate the blend of incredible durability and relentless pin-carrying power this versatile equipment offers.</p>",DVD,Media > Videos,,"DVD, Formatted, Issue, Rental-or-Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDTHJ-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782251879291.jpg?v=1788103141,1,191-DVDTHJ-001A,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,the-lord-of-the-rings-the-fellowship-of-the-ring-fullscreen,The Lord of the Rings: The Fellowship of the Ring (Fullscreen),"<p>Experience the beginning of an epic cinematic journey in this classic fullscreen edition, perfect for viewers who prefer a traditional aspect ratio on older television screens. This physical media copy allows you to enjoy the immersive world of Middle-earth and its legendary characters without the need for a streaming subscription. It is an essential addition for any fantasy fan looking to complete their home movie library with an iconic adventure.</p>",DVD,Media > Videos,,"DVD, Fantasy, Formatted, Issue, Rental-or-Sale",true,Genre,Fantasy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDTHL-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782251984515_f8df253a-27ba-43c8-86f2-2e8ab513e2f9.jpg?v=1788103145,1,191-DVDTHL-001A,false,,,,,,,fantasy,,,,,,,,,,,,lb,,,active
no media format (Vendor 'Arrow Video' is not VHS/DVD/Blu-Ray/4K),the-red-queen-kills-seven-times-arrow,The Red Queen Kills Seven Times (Arrow),"<p>This high-definition restoration brings a stylish Italian gothic thriller to life with vibrant visual clarity and lossless audio. The collectible set features extensive special features including interviews, scholarly commentary, and an illustrated booklet that explores the film's macabre mystery. It is a definitive edition for genre enthusiasts looking to add a masterfully crafted slasher classic to their physical media library.</p>",Arrow Video,Media > Videos,,"Formatted, Issue, Needs-Format, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-RRWTHE-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781403975129_427a989a-bec3-4d81-84e6-1bb24e6e4750.jpg?v=1788103096,1,191-RRWTHE-50-001A,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
"no usable genre (Option1 Value 'Default Title', tags Floor Sale, Formatted, Genre needed, Issue, VHS)",the-rose-vhs-floor-sale,The Rose,<p>Rock-and-roll singer Mary Rose Foster's romantic relationships and mental health are continuously imperilled by the demands of life on the road.</p>,VHS,Media > Videos,,"Floor Sale, Formatted, Genre needed, Issue, VHS",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,51259642,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/3hYyA2g5r0TDRbkSAOEeKelylh2.jpg?v=1788103185,1,The Rose (1979) poster,false,,,,,,,,,,,,,,,,,,,lb,,,active
"no usable genre (Option1 Value 'Default Title', tags DVD, Floor Sale, Formatted, Genre needed, Issue, Special Interest)",the-short-films-of-david-lynch-dvd-floor-sale-special-interest,The Short Films of David Lynch,<p>A collection of visionary director David Lynch's short films from the first 29 years of his career is accompanied by a special introduction to each film by the director himself.</p>,DVD,Media > Videos,,"DVD, Floor Sale, Formatted, Genre needed, Issue, Special Interest",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,42.00,,true,true,,,,,14654714,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/86WCJiXMvPaXEnN02sFjiAbhdB.jpg?v=1788103191,1,The Short Films of David Lynch (2002) poster,false,,,,,,,,,,,,,,,,,,,lb,,,active
still_issue: no media format (Vendor 'Unknown Brand' is not VHS/DVD/Blu-Ray/4K),the-talented-mr-ripley-vhs-2000,"The Talented Mr. Ripley (vhs, 2000)","<p>The Talented Mr. Ripley follows Tom Ripley, a young man whose chance meeting with a wealthy shipbuilder leads to a journey to Italy to retrieve his playboy son. Immersed in a world of luxury, Tom becomes enthralled by the lifestyle and dangerously entangled in lies to keep it. With stunning 1950s settings, nuanced performances, and tense psychological drama, this is a stylish, unsettling thriller worth watching for fans of character-driven suspense.</p>",Unknown Brand,Media > Videos,,"Formatted, Issue, Needs-Format, Rental, Thriller",false,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-NKNTHT-50-001A,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
"no usable genre (Option1 Value 'Default Title', tags Floor Sale, Formatted, Genre needed, Issue, VHS)",threes-trouble,THREE'S TROUBLE,<p>This vintage physical media release offers a nostalgic viewing experience for collectors of classic home entertainment. The tape comes in its original protective sleeve and features a full-length comedy presentation that captures the charm of analog video playback. It is a must-have addition for any enthusiast looking to complete their retro film library.</p>,VHS,Media > Videos,,"Floor Sale, Formatted, Genre needed, Issue, VHS",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,191-VHSTHR-F-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780177285764.jpg?v=1788103215,1,THREE'S TROUBLE poster,false,,,,,,,,,,,,,,,,,,,lb,,,active
"no usable genre (Option1 Value 'Default Title', tags Floor Sale, Formatted, Genre needed, Issue, Special Interest, VHS)",tie-died-vhs,Tie-Died,,VHS,Media > Videos,,"Floor Sale, Formatted, Genre needed, Issue, Special Interest, VHS",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,80447738,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no media format (Vendor 'Little Movie Store' is not VHS/DVD/Blu-Ray/4K),tie-me-up-tie-me-down,Tie Me Up Tie Me Down,"<p>After being released from a mental hospital, a troubled young man tracks down an actress he once had sex with and forces her into captivity, determined to make her part of his life.</p>",Little Movie Store,Media > Videos,,"Comedy, Floor Sale, Formatted, Issue, Needs-Format",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,18991866,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/4eNyqA543ixNCME8pcADgP9wb1i.jpg?v=1788103085,1,Tie Me Up Tie Me Down (1990) poster,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,touch-and-go,Touch and Go,"<p>This vintage portable player features a built-in color screen and integrated speakers for a completely self-contained analog viewing experience. Its compact design and sturdy carrying handle make it easy to enjoy classic magnetic media tapes while traveling or relaxing at home. The intuitive tactile controls provide a nostalgic, hands-on feel for fans of retro technology and physical media collections.</p>",VHS,Media > Videos,,"Comedy, Formatted, Issue, Rental-or-Sale, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,191-VHSTOU-F-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780176679684.jpg?v=1788103180,1,Touch and Go poster,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,transformers-two-disc-special-edition,Transformers: Two-Disc Special Edition,"<p>This action-packed special edition features the full-length blockbuster film along with a second disc dedicated to immersive behind-the-scenes content and deleted scenes. It is an essential collectible for fans of high-octane visual effects and deep-dive cinematic history, offering a comprehensive look into the making of a modern sci-fi epic. The set comes in a durable case with vibrant cover art that makes it a standout addition to any home media library.</p>",DVD,Media > Videos,,"Action, DVD, Formatted, Issue, Rental-or-Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDTRA-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782253137786_974f31c0-7585-4da3-afd7-435b4b29cba7.jpg?v=1788103129,1,191-DVDTRA-001A,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no media format (Vendor 'Unknown Brand' is not VHS/DVD/Blu-Ray/4K),ufos-it-has-begun-vhs-1989-vci-burgess-meredith-rod-serling-documentary-mlnc,Ufos: It Has Begun,<p>This vintage 1989 documentary offers a deep dive into the unexplained through compelling witness accounts and historical footage narrated by two legendary icons of the screen. It is an essential addition for fans of classic paranormal investigative media and collectors of rare eighties era home video releases. The atmospheric production and nostalgic presentation capture a unique moment in high stakes ufology and speculative storytelling.</p>,Unknown Brand,Media > Videos,,"Floor Sale, Formatted, Issue, Needs-Format, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,22.00,,true,true,,,,,191-VHSUFO-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780423780129.jpg?v=1788103113,1,191-VHSUFO-50-001A,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,v-h-s-85,V/H/S/85,"<p>This cinematic collection delivers a brutal and immersive return to the found-footage genre, capturing the gritty aesthetic of the mid-eighties across five interconnected segments of terror. The high-definition transfer preserves the intentional analog distortion and visceral practical effects, making it a must-have for fans of retro-style horror and anthology storytelling. Explore a dark vision of the past through this unsettling journey into supernatural phenomena and human depravity.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Issue, Rental-or-Sale",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRVH5-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781288751303_df790d34-fd68-4d6e-b020-69721b22d8da.jpg?v=1788103175,1,191-BLRVH5-50-001A,false,,,,,,,horror,,,,,,,,,,,,lb,,,active
no media format (Vendor 'Alfred Hitchcock' is not VHS/DVD/Blu-Ray/4K),vertigo,Vertigo,<p>Experience this psychological thriller in stunning high definition with a restoration that captures every haunting detail of the suspenseful narrative. This cinematic masterpiece features legendary performances and groundbreaking cinematography that make it an essential addition to any classic film collection. The disc includes immersive bonus content and behind-the-scenes insights into one of the most celebrated titles in movie history.</p>,Alfred Hitchcock,Media > Videos,,"Formatted, Issue, Needs-Format, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-ALFVER-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781402999401.jpg?v=1788103098,1,191-ALFVER-50-001A,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
"no usable genre (Option1 Value 'Default Title', tags Blu-Ray, Formatted, Genre needed, Issue, Rental)",walking-tall,Walking Tall,<p>Experience this high-definition presentation of a modern action classic featuring crisp visuals and immersive audio quality. This physical disc includes behind-the-scenes bonus content and director commentary that provides a deeper look into the making of the film. It is a must-have addition for collectors who enjoy intense performances and gripping justice-driven storytelling.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Genre needed, Issue, Rental",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRWAL-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781746490306.jpg?v=1788103210,1,191-BLRWAL-50-001A,false,,,,,,,,,,,,,,,,,,,lb,,,active
"no usable genre (Option1 Value 'Default Title', tags Floor Sale, Formatted, Genre needed, Issue, VHS)",white-oleander,White Oleander,<p>This physical media collectible features a classic drama in its vintage tape format presented in a distinctive white protective case. Film enthusiasts will appreciate the nostalgic analog playback and the opportunity to own a piece of early 2000s cinematic history. It is a perfect addition for those building a library of evocative storytelling and period-specific media.</p>,VHS,Media > Videos,,"Floor Sale, Formatted, Genre needed, Issue, VHS",false,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,191-VHSWHI-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/pOdmhUaqvg4twAHqrhL5Onjgalb.jpg?v=1788103202,1,White Oleander (2002) poster,false,,,,,,,,,,,,,,,,,,,lb,,,draft
"no usable genre (Option1 Value 'Default Title', tags Floor Sale, Formatted, Genre needed, Issue, VHS)",zack-reba,Zack & Reba,,VHS,Media > Videos,,"Floor Sale, Formatted, Genre needed, Issue, VHS",false,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,191-VHSZAC-001A,,,,false,,,,,,,,,,,,,,,,,,,lb,,,draft
