Source Batch,Handle,Title,Body (HTML),Vendor,Product Category,Tags,Option1 Name,Option1 Value,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Barcode,Image Src,Image Position,Image Alt Text,Genre (product.metafields.shopify.genre)
out-product_export_6,the-facutly-vhs-floor-sale-horror,The Facutly,,VHS,Media > Videos,"Floor Sale, VHS, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,12.00,66808570,,,,horror
out-product_export_6,the-road-warrior-vhs-floor-sale-sci-fi,The Road Warrior,"<p>Two boxers, from opposing worlds become unlikely friends on their journey to becoming World Champions. The only thing standing in their way is each other.</p>",VHS,Media > Videos,"Floor Sale, VHS, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,12.00,66611962,,,,sci-fi
out-product_export_6,the-best-of-consteau-vhs-floor-sale-documentary,The Best of Consteau,,VHS,Media > Videos,"Floor Sale, VHS, Documentary, Formatted",Genre,Documentary,shopify,1,deny,manual,5.00,65989370,,,,documentary
out-product_export_6,a-house-on-the-hills-vhs-floor-sale-thriller,A House on the Hills,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,6.00,26009594,,,,thriller
out-product_export_7,eyes-of-a-witness-vhs-floor-sale-thriller,Eyes of a Witness,"<p>Roy Baxter is concerned for his daughter Christina's safety. She's working as a doctor among the Masai in Kenya. Poaching gangs are slaughtering protected species, then raiding Masai villages and forcing them to help carry their ill-gotten gains across the border. Roy flies to Kenya to convince her to leave and becomes a suspect for murder when the village is raided and he tries to help a UN doctor shot by the raiders. The only witness is a young Masai boy, who is reluctant to come forward because of possible retribution against his tribe.</p>",VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,32325882,,,,thriller
out-product_export_7,mututal-needs-vhs-floor-sale-thriller,Mututal Needs,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,84920570,,,,thriller
out-product_export_7,the-light-in-the-jungle-vhs-floor-sale-drama,The Light in The Jungle,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,8.00,84887802,,,,drama
out-product_export_7,sex-love-cold-hard-cash-vhs-floor-sale-thriller,"Sex, Love & Cold Hard Cash",<p>An ex-con whose share of a robbery disappeared joins forces with deluxe edition call-girl in order to get back the money she gave her accountant for investment purposes. The chase will lead them to the Carrabeans where they will have to go on a cruise...</p>,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,68733178,,,,thriller
out-product_export_7,wild-america-fantastic-follies-vhs-floor-sale-kids-family,Wild America: Fantastic Follies,,VHS,Media > Videos,"Floor Sale, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,5.00,29084922,,,,kids-family
out-product_export_7,the-mummy-collectors-set-dvd-floor-sale-action,The Mummy Collector's Set,,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,14.00,27008762,,,,action
out-product_export_7,mission-impossible-6-movie-collection-bluray-floor-sale-action,Mission: Impossible 6 Movie Collection,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,18.00,95890170,,,,action
out-product_export_7,4-films-matrix-collection-dvd-floor-sale-sci-fi,4 Films: Matrix Collection,,DVD,Media > Videos,"Floor Sale, DVD, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,10.00,94186234,,,,sci-fi
out-product_export_7,meet-jo-black-dvd-floor-sale-drama,Meet Jo Black,,DVD,Media > Videos,"Floor Sale, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,6.00,94120698,,,,drama
out-product_export_7,bundraku-bluray-floor-sale-fantasy,Bundraku,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Fantasy, Formatted",Genre,Fantasy,shopify,1,deny,manual,6.00,63135226,,,,fantasy
out-product_export_7,the-blue-the-gray-dvd-floor-sale-drama,The Blue & The Gray,"<p>It was Christmas Eve in the south, but the spirit of peace and love did not pervade the northern girl's heart. The gallantry of the young southern swains, however, was more than manifest, when a drunken band of Unionists entered the house, among them her sweetheart. From him was protection needed most. His rival, a Confederate soldier, showed her that character is far above political principle, and true love came into its own.</p>",DVD,Media > Videos,"Floor Sale, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,6.00,62381562,,,,drama
out-product_export_7,trilogy-commando-predator-terminator-bluray-floor-sale-action,"Trilogy: Commando, Predator, Terminator",,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,15.00,61791738,,,,action
out-product_export_7,the-bourne-trilogy-bluray-floor-sale-action,The Bourne Trilogy,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,10.00,59858426,,,,action
out-product_export_7,cowbows-aliens-bluray-floor-sale-sci-fi,Cowbows & Aliens,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,6.00,58875386,,,,sci-fi
out-product_export_7,double-feature-first-wives-club-sliding-doors-dvd-floor-sale-comedy-drama,"Double Feature: First Wives Club, Sliding Doors",,DVD,Media > Videos,"Floor Sale, DVD, Comedy, Drama, Formatted",Genre,Comedy,shopify,1,deny,manual,6.00,52241402,,,,comedy; drama
out-product_export_7,flight-of-the-pheonix-bluray-floor-sale-action,Flight of the Pheonix,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,6.00,51422202,,,,action
out-product_export_7,triple-feature-the-goonies-gremlins-gremlins-2-bluray-floor-sale-fantasy,"Triple Feature: The Goonies, Gremlins, Gremlins 2",,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Fantasy, Formatted",Genre,Fantasy,shopify,1,deny,manual,12.00,45651194,,,,fantasy
out-product_export_7,captain-america-3-movie-collection-3d-bluray-floor-sale-action,Captain AMerica: 3 Movie Collection (3D),,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,12.00,45225210,,,,action
out-product_export_7,mary-shellys-frankenstein-dvd-floor-sale-horror,Mary Shelly's Frankenstein,,DVD,Media > Videos,"Floor Sale, DVD, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,5.00,17364474,,,,horror
out-product_export_7,finding-nemo-5-disc-bluray-floor-sale-kids-family,Finding Nemo (5 Disc),,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,7.00,16545274,,,,kids-family
out-product_export_7,fantasia-2-movie-collection-bluray-floor-sale-kids-family,Fantasia 2 Movie Collection,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,12.00,16479738,,,,kids-family
out-product_export_7,the-groods-dvd-floor-sale-kids-family,The Groods,,DVD,Media > Videos,"Floor Sale, DVD, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,5.00,16446970,,,,kids-family
out-product_export_7,stark-trek-first-contact-floor-sale-sci-fi,Stark Trek: First Contact,,VHS,Media > Videos,"Floor Sale, VHS, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,6.00,33250042,,,,sci-fi
out-product_export_7,highlander-10th-anniversary-floor-sale-action,Highlander: 10th Anniversary,,VHS,Media > Videos,"Floor Sale, VHS, Action, Formatted",Genre,Action,shopify,1,deny,manual,5.00,32725754,,,,action
out-product_export_7,national-geographic-ocean-drifters-floor-sale-kids-family,National Geographic: Ocean Drifters,,VHS,Media > Videos,"Floor Sale, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,5.00,30759674,,,,kids-family
out-product_export_7,outisde-ozone-vhs-floor-sale-thriller,Outisde Ozona,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,45949178,,,,thriller
out-product_export_7,owning-mahoney-vhs-floor-sale-thriller,Owning Mahoney,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,10.00,45654266,,,,thriller
out-product_export_7,livin-the-blues-vhs-floor-sale-thriller,Livin' the Blues,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,24.00,21635322,,,,thriller
out-product_export_7,kicking-and-screaming-criterion-dvd-floor-sale-comedy,Kicking and Screaming (Criterion),,DVD,Media > Videos,"Floor Sale, DVD, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,7.00,86385146,,,,comedy
out-product_export_7,prince-caspian-and-the-voyage-of-the-dawn-treader-vhs-floor-sale-kids-family,Prince Caspian and the Voyage of the Dawn Treader,,VHS,Media > Videos,"Floor Sale, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,7.00,29060090,,,,kids-family
out-product_export_7,2000-leagues-under-the-sea-vhs-floor-sale-kids-family,2000 Leagues Under the Sea,,VHS,Media > Videos,"Floor Sale, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,8.00,28994554,,,,kids-family
out-product_export_7,unstrung-heros-vhs-floor-sale-drama,Unstrung Heros,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,5.00,28830714,,,,drama
out-product_export_7,pete-kelly-bluea-vhs-floor-sale-comedy,Pete Kelly Bluea,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,4.00,28601338,,,,comedy
out-product_export_7,salsa-the-motion-picture-vhs-floor-sale-musical,Salsa The Motion Picture,,VHS,Media > Videos,"Floor Sale, VHS, Musical, Formatted",Genre,Musical,shopify,1,deny,manual,5.00,11529210,,,,musical
out-product_export_7,original-gangserts-vhs-floor-sale-action,Original Gangserts,,VHS,Media > Videos,"Floor Sale, VHS, Action, Formatted",Genre,Action,shopify,1,deny,manual,10.00,03533818,,,,action
out-product_export_7,sister-act-ii-vhs-floor-sale-comedy,Sister Act II,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,5.00,66997498,,,,comedy
out-product_export_7,animal-house-clamshell-vhs-floor-sale-comedy,Animal House (Clamshell),,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,6.00,66964730,,,,comedy
out-product_export_7,easier-said-vhs-floor-sale-comedy,Easier Said,"<p>Jack gets fed up with his publishing job in New York and his girlfriend and moves to Colorado, where he plans to write a novel. There he takes over his uncle's lodge and cafe, but runs into unusual problems with the oddball locals.</p>",VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,5.00,12618490,,,,comedy
out-product_export_7,fatal-instincts-vhs-floor-sale-comedy,Fatal Instincts,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,6.00,11738874,,,,comedy
out-product_export_7,jack-and-the-beanstalk-the-real-story-vhs-floor-sale-kids-family,Jack and the Beanstalk: The Real Story,,VHS,Media > Videos,"Floor Sale, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,6.00,11476730,,,,kids-family
out-product_export_8,final-desination-vhs-floor-sale-horror,Final Desination,,VHS,Media > Videos,"Floor Sale, VHS, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,9.00,35225594,,,,horror
out-product_export_8,santa-clause-the-movie-vhs-floor-sale-holiday,Santa Clause: The Movie,,VHS,Media > Videos,"Floor Sale, VHS, Holiday, Formatted",Genre,Holiday,shopify,1,deny,manual,7.00,86529530,,,,holiday
out-product_export_8,their-only-chance-vhs-floor-sale-drama,Their Only Chance,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,5.00,71567866,,,,drama
out-product_export_8,jerry-mcaguire-vhs-floor-sale-drama,Jerry Mcaguire,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,6.00,71240186,,,,drama
out-product_export_8,the-window-of-saint-pierre-vhs-floor-sale-drama,The Window of Saint-Pierre,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,6.00,30829306,,,,drama
out-product_export_8,the-forgotton-one-vhs-floor-sale-thriller,The Forgotton One,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,20.00,64008954,,,,thriller
out-product_export_8,provovateur-vhs-floor-sale-thriller,Provovateur,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,15.00,30315514,,,,thriller
out-product_export_8,elton-john-live-at-msg-vhs-floor-sale-musical,Elton John Live at MSG,,VHS,Media > Videos,"Floor Sale, VHS, Musical, Formatted",Genre,Musical,shopify,1,deny,manual,6.00,35205114,,,,musical
out-product_export_8,in-search-of-the-dragon-vhs-floor-sale-documentary,In Search of the Dragon,"<p>Follows the story of a handicapped street musician, Maurice Chan, as he explains what life is like for him in Hong Kong. In the process we go on a journey back in time to the Walled City of Kowloon.  Once dubbed the 'sleaziest' place in Hong Kong, it was an island of Chinese sovereignty within the British colony. As a result of a secret political compromise between the Chinese and British Governments the Walled City was destroyed in 1992. This decision resulted in the displacement of the Walled City's 40,000 residents. The documentary gives the story of modern day Hong Kong from a personal viewpoint and shows historical links to a place the authorities preferred to forget.</p>",VHS,Media > Videos,"Floor Sale, VHS, Documentary, Formatted",Genre,Documentary,shopify,1,deny,manual,12.00,35139578,,,,documentary
out-product_export_8,pirates-of-the-caribbean-4-movie-collection-bluray-floor-sale-action,Pirates of the Caribbean - 4 Movie Collection,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,12.00,43629562,,,,action
out-product_export_8,tale-from-earthsea-dvd-floor-sale-fantasy,Tale from Earthsea,,DVD,Media > Videos,"Floor Sale, DVD, Fantasy, Formatted",Genre,Fantasy,shopify,1,deny,manual,18.00,30153978,,,,fantasy
out-product_export_8,pochahontas-pocahontas-ii-bluray-floor-sale-kids-family,Pochahontas / Pocahontas II,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,8.00,29662458,,,,kids-family
out-product_export_8,the-posiedon-adventure-blackbeard-dvd-floor-sale-action,The Posiedon Adventure / Blackbeard,,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,6.00,71909370,,,,action
out-product_export_8,riddick-trilogy-dvd-floor-sale-sci-fi,Riddick Trilogy,,DVD,Media > Videos,"Floor Sale, DVD, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,8.00,41575162,,,,sci-fi
out-product_export_8,the-princess-diaries-2-movie-collection-bluray-floor-sale-kids-family,The Princess Diaries - 2 Movie Collection,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,8.00,13043194,,,,kids-family
out-product_export_8,taladega-nights-dvd-floor-sale-comedy,Taladega Nights,,DVD,Media > Videos,"Floor Sale, DVD, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,5.00,09831930,,,,comedy
out-product_export_8,richard-pryor-triple-feature-bluray-floor-sale-comedy,Richard Pryor Triple Feature,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,8.00,08717818,,,,comedy
out-product_export_9,transformers-4-movie-collection-bluray-floor-sale-action,Transformers 4 Movie Collection,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,12.00,93325818,,,,action
out-product_export_9,triple-feature-v-for-vendetta-bluray-floor-sale-action,Triple Feature: V for Vendetta +,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,11.00,10752506,,,,action
out-product_export_9,suspence-collection-dvd-floor-sale-thriller,Suspense Collection,,DVD,Media > Videos,"Floor Sale, DVD, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,11.00,10719738,,,,thriller
out-product_export_9,star-trek-2-disc-special-edition-bluray-floor-sale-sci-fi,Star Trek: 2 Disc Special Edition,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,7.00,10654202,,,,sci-fi
out-product_export_9,untracable-dvd-floor-sale-thriller,Untracable,,DVD,Media > Videos,"Floor Sale, DVD, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,74380026,,,,thriller
out-product_export_9,whiskey-tango-fox-trot-bluray-floor-sale-comedy,Whiskey Tango Fox Trot,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,6.00,73265914,,,,comedy
out-product_export_9,the-wolf-of-wallstreet-bluray-floor-sale-4k-drama,The Wolf of Wallstreet,,4K,Media > Videos,"Floor Sale, 4K, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,10.00,73167610,,,,drama
out-product_export_9,tron-legacy-tron-the-original-classic-bluray-floor-sale-sci-fi,Tron Legacy / Tron: The Original Classic,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,11.00,67359738,,,,sci-fi
out-product_export_9,x-men-dark-pheonix-bluray-floor-sale-4k-action,X-Men: Dark Pheonix,,4K,Media > Videos,"Floor Sale, 4K, Action, Formatted",Genre,Action,shopify,1,deny,manual,10.00,67130362,,,,action
out-product_export_9,x-men-apocolypse-bluray-floor-sale-action,X-Men: Apocolypse,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,6.00,66966522,,,,action
out-product_export_9,dragon-tattoo-trilogy-dvd-floor-sale-thriller,Dragon Tattoo Trilogy,,DVD,Media > Videos,"Floor Sale, DVD, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,13.00,34526202,,,,thriller
out-product_export_9,hannibal-lecter-2-pack-dvd-floor-sale-horror,Hannibal Lecter 2 Pack,,DVD,Media > Videos,"Floor Sale, DVD, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,8.00,33969146,,,,horror
out-product_export_9,hercules-live-action-extended-bluray-floor-sale-action,Hercules (Live Action) Extended,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,6.00,33903610,,,,action
out-product_export_9,the-hunstman-bluray-floor-sale-fantasy,The Hunstman,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Fantasy, Formatted",Genre,Fantasy,shopify,1,deny,manual,6.00,33313786,,,,fantasy
out-product_export_9,star-wars-iv-v-vi-bluray-floor-sale-sci-fi,"Star Wars: IV, V, VI",,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,16.00,28783866,,,,sci-fi
out-product_export_9,the-legend-of-korra-dvd-floor-sale-kids-family,The Legend of Korra,,DVD,Media > Videos,"Floor Sale, DVD, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,5.00,28390650,,,,kids-family
out-product_export_9,where-the-wild-things-are-the-neverending-story-bluray-floor-sale-kids-family,Where the Wild Things Are / The Neverending Story,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,11.00,28128506,,,,kids-family
out-product_export_9,harry-potter-complete-8-film-collection-bluray-floor-sale-kids-family,Harry Potter: Complete 8-Film Collection,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,42.00,76879354,,,,kids-family
out-product_export_9,kill-bill-volume-1-2-bluray-floor-sale-action,Kill Bill: Volume 1 & 2,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,11.00,75077114,,,,action
out-product_export_9,indiana-jones-the-complete-adventures-bluray-floor-sale-action,Indiana Jones: The Complete Adventures,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,22.00,74978810,,,,action
out-product_export_9,horton-hears-a-who-robots-space-chimps-bluray-floor-sale-kids-family,Horton Hears a Who! / Robots / Space Chimps,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,6.00,74913274,,,,kids-family
out-product_export_9,lincon-and-lee-at-antietam-dvd-floor-sale-documentary,Lincon and Lee at Antietam,,DVD,Media > Videos,"Floor Sale, DVD, Documentary, Formatted",Genre,Documentary,shopify,1,deny,manual,4.00,58455802,,,,documentary
out-product_export_9,the-incredible-journey-of-mary-bryant-dvd-floor-sale-action,The Incredible Journey of Mary Bryant,,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,5.00,58291962,,,,action
out-product_export_9,the-lord-of-the-rings-the-motion-picture-trilogy-bluray-floor-sale-4k-fantasy,The Lord of the Rings: The Motion Picture Trilogy,,4K,Media > Videos,"Floor Sale, 4K, Fantasy, Formatted",Genre,Fantasy,shopify,1,deny,manual,48.00,58193658,,,,fantasy
out-product_export_9,the-hunchback-of-nortre-dame-dvd-floor-sale-kids-family,The Hunchback of Nortre Dame,,DVD,Media > Videos,"Floor Sale, DVD, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,5.00,66508794,,,,kids-family
out-product_export_9,lion-king-live-action-bluray-floor-sale-4k-kids-family,Lion King (Live Action),,4K,Media > Videos,"Floor Sale, 4K, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,10.00,99236090,,,,kids-family
out-product_export_9,the-little-mermaid-3-movie-collection-bluray-floor-sale-kids-family,The Little Mermaid (3 Movie Collection),,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,11.00,98875642,,,,kids-family
out-product_export_9,the-jungle-book-live-action-bluray-floor-sale-kids-family,The Jungle Book (Live Action),,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,7.00,98777338,,,,kids-family
out-product_export_9,rare-birds-screener-vhs-floor-sale-comedy,Rare Birds (Screener),,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,6.00,30573562,,,,comedy
out-product_export_9,novocane-vhs,Novocane,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,5.00,18827770,,,,comedy
out-product_export_9,the-legendof-the-lone-ranger-vhs,The Legendof the Lone Ranger,,VHS,Media > Videos,"Floor Sale, VHS, Action, Formatted",Genre,Action,shopify,1,deny,manual,4.00,18649082,,,,action
out-rental-with-nonzero-price,murder-in-texas-vhs,Murder in Texas,,VHS,Media > Videos,"Rental, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,13629946,,,,drama
